old_path,disposition,target_topic_id,target_path,wave,rationale
docs/ai-security-governance/security/08-Architects-Field-Guide.md,MIGRATE,architects-field-guide,docs/trust/ai-security-governance/39-architects-field-guide.md,7,Part of the 8-way security/governance sprawl (ai-security-governance); consolidates into docs/trust as its own sub-topic (deep-mind + policy volumes are the flagship spokes).
docs/ai-security-governance/security/08-Future-AI-SOC-2026-2030.md,MIGRATE,future-ai-soc-2026-2030,docs/trust/ai-security-governance/40-future-ai-soc-2026-2030.md,7,Part of the 8-way security/governance sprawl (ai-security-governance); consolidates into docs/trust as its own sub-topic (deep-mind + policy volumes are the flagship spokes).
docs/ai-security-governance/security/AI-Bill-of-Materials-Guide.md,MIGRATE,ai-bill-of-materials-guide,docs/trust/ai-security-governance/41-ai-bill-of-materials-guide.md,7,Part of the 8-way security/governance sprawl (ai-security-governance); consolidates into docs/trust as its own sub-topic (deep-mind + policy volumes are the flagship spokes).
docs/ai-security-governance/security/AI-Red-Teaming-Guide.md,MIGRATE,ai-red-teaming-guide,docs/trust/ai-security-governance/42-ai-red-teaming-guide.md,7,Part of the 8-way security/governance sprawl (ai-security-governance); consolidates into docs/trust as its own sub-topic (deep-mind + policy volumes are the flagship spokes).
docs/ai-security-governance/security/AI-TRiSM-Complete-Guide.md,MIGRATE,ai-trism-complete-guide,docs/trust/ai-security-governance/43-ai-trism-complete-guide.md,7,Part of the 8-way security/governance sprawl (ai-security-governance); consolidates into docs/trust as its own sub-topic (deep-mind + policy volumes are the flagship spokes).
docs/ai-security-governance/security/AIDR-AI-Detection-Response-Complete-Guide.md,MIGRATE,aidr-ai-detection-response-complete-guide,docs/trust/ai-security-governance/44-aidr-ai-detection-response-complete-guide.md,7,Part of the 8-way security/governance sprawl (ai-security-governance); consolidates into docs/trust as its own sub-topic (deep-mind + policy volumes are the flagship spokes).
docs/ai-security-governance/security/AISPM-AI-Security-Posture-Management.md,MIGRATE,aispm-ai-security-posture-management,docs/trust/ai-security-governance/45-aispm-ai-security-posture-management.md,7,Part of the 8-way security/governance sprawl (ai-security-governance); consolidates into docs/trust as its own sub-topic (deep-mind + policy volumes are the flagship spokes).
docs/ai-security-governance/security/Model-Cards-System-Cards-Guide.md,MIGRATE,model-cards-system-cards-guide,docs/trust/ai-security-governance/46-model-cards-system-cards-guide.md,7,Part of the 8-way security/governance sprawl (ai-security-governance); consolidates into docs/trust as its own sub-topic (deep-mind + policy volumes are the flagship spokes).
docs/ai-security-governance/security/Part1_Industry_Survey.md,MERGE-INTO,enterprise-ai-platform-auth-survey,docs/protocols/02-enterprise-ai-platform-auth-survey.md,4,Title-identical to an ai-protocols/auth page (cross-section duplicate found by title-normalization scan) — folds into the protocols-domain survivor rather than duplicating in trust.
docs/ai-security-governance/security/Part4_Runtime_Security_Governance.md,MIGRATE,runtime-security-governance,docs/trust/ai-security-governance/47-runtime-security-governance.md,7,Part of the 8-way security/governance sprawl (ai-security-governance); consolidates into docs/trust as its own sub-topic (deep-mind + policy volumes are the flagship spokes).
docs/ai-security-governance/security/Part5_Marketplace_Architecture.md,MERGE-INTO,marketplace-connector-auth-patterns,docs/protocols/03-marketplace-connector-auth-patterns.md,4,Title-identical to an ai-protocols/auth page (cross-section duplicate found by title-normalization scan) — folds into the protocols-domain survivor rather than duplicating in trust.
docs/ai-security-governance/security/Part7_Standards_Reference.md,MERGE-INTO,auth-standards-reference,docs/protocols/01-auth-standards-reference.md,4,Title-identical to an ai-protocols/auth page (cross-section duplicate found by title-normalization scan) — folds into the protocols-domain survivor rather than duplicating in trust.
docs/ai-security-governance/security/index.md,MERGE-INTO,hub-trust,docs/trust/index.md,7,Redundant nested section index; one hub per domain rule — folds into hub-trust.
docs/ai-soc-playbooks/index.md,MERGE-INTO,hub-trust,docs/trust/index.md,7,Redundant nested section index; one hub per domain rule — folds into hub-trust.
docs/ai-soc-playbooks/part-01-soc-operating-model.md,MIGRATE,part-01-soc-operating-model,docs/trust/ai-soc-playbooks/01-part-01-soc-operating-model.md,7,Part of the 8-way security/governance sprawl (ai-soc-playbooks); consolidates into docs/trust as its own sub-topic (deep-mind + policy volumes are the flagship spokes).
docs/ai-soc-playbooks/part-02-ai-use-cases.md,MIGRATE,part-02-ai-use-cases,docs/trust/ai-soc-playbooks/02-part-02-ai-use-cases.md,7,Part of the 8-way security/governance sprawl (ai-soc-playbooks); consolidates into docs/trust as its own sub-topic (deep-mind + policy volumes are the flagship spokes).
docs/ai-soc-playbooks/part-03-agentic-soc.md,MIGRATE,part-03-agentic-soc,docs/trust/ai-soc-playbooks/03-part-03-agentic-soc.md,7,Part of the 8-way security/governance sprawl (ai-soc-playbooks); consolidates into docs/trust as its own sub-topic (deep-mind + policy volumes are the flagship spokes).
docs/ai-soc-playbooks/part-04-automation-playbooks.md,MIGRATE,part-04-automation-playbooks,docs/trust/ai-soc-playbooks/04-part-04-automation-playbooks.md,7,Part of the 8-way security/governance sprawl (ai-soc-playbooks); consolidates into docs/trust as its own sub-topic (deep-mind + policy volumes are the flagship spokes).
docs/ai-soc-playbooks/part-05-soar-platforms.md,MIGRATE,part-05-soar-platforms,docs/trust/ai-soc-playbooks/05-part-05-soar-platforms.md,7,Part of the 8-way security/governance sprawl (ai-soc-playbooks); consolidates into docs/trust as its own sub-topic (deep-mind + policy volumes are the flagship spokes).
docs/ai-soc-playbooks/part-06-ai-models.md,MIGRATE,part-06-ai-models,docs/trust/ai-soc-playbooks/06-part-06-ai-models.md,7,Part of the 8-way security/governance sprawl (ai-soc-playbooks); consolidates into docs/trust as its own sub-topic (deep-mind + policy volumes are the flagship spokes).
docs/ai-soc-playbooks/part-07-ai-safety.md,MIGRATE,part-07-ai-safety,docs/trust/ai-soc-playbooks/07-part-07-ai-safety.md,7,Part of the 8-way security/governance sprawl (ai-soc-playbooks); consolidates into docs/trust as its own sub-topic (deep-mind + policy volumes are the flagship spokes).
docs/ai-soc-playbooks/part-08-observability.md,MIGRATE,part-08-observability,docs/trust/ai-soc-playbooks/08-part-08-observability.md,7,Part of the 8-way security/governance sprawl (ai-soc-playbooks); consolidates into docs/trust as its own sub-topic (deep-mind + policy volumes are the flagship spokes).
docs/ai-soc-playbooks/part-09-enterprise-architecture.md,MIGRATE,part-09-enterprise-architecture,docs/trust/ai-soc-playbooks/09-part-09-enterprise-architecture.md,7,Part of the 8-way security/governance sprawl (ai-soc-playbooks); consolidates into docs/trust as its own sub-topic (deep-mind + policy volumes are the flagship spokes).
docs/ai-soc-playbooks/part-10-standards-compliance.md,MIGRATE,part-10-standards-compliance,docs/trust/ai-soc-playbooks/10-part-10-standards-compliance.md,7,Part of the 8-way security/governance sprawl (ai-soc-playbooks); consolidates into docs/trust as its own sub-topic (deep-mind + policy volumes are the flagship spokes).
docs/ai-soc-playbooks/part-11-implementation-roadmap.md,MIGRATE,part-11-implementation-roadmap,docs/trust/ai-soc-playbooks/11-part-11-implementation-roadmap.md,7,Part of the 8-way security/governance sprawl (ai-soc-playbooks); consolidates into docs/trust as its own sub-topic (deep-mind + policy volumes are the flagship spokes).
docs/ai-soc-playbooks/part-12-finops.md,MIGRATE,finops-ai-soc,docs/operations/02-finops-ai-soc.md,8,"FinOps unifies under docs/operations per doctrine, even though the rest of this series stays in trust; survivor for the AI-SOC-FinOps duplicate pair (vs databricks part-12-finops)."
docs/ai-soc-playbooks/part-13-vendor-landscape.md,MIGRATE,part-13-vendor-landscape,docs/trust/ai-soc-playbooks/12-part-13-vendor-landscape.md,7,Part of the 8-way security/governance sprawl (ai-soc-playbooks); consolidates into docs/trust as its own sub-topic (deep-mind + policy volumes are the flagship spokes).
docs/ai-soc-playbooks/part-14-future-soc.md,MIGRATE,part-14-future-soc,docs/trust/ai-soc-playbooks/13-part-14-future-soc.md,7,Part of the 8-way security/governance sprawl (ai-soc-playbooks); consolidates into docs/trust as its own sub-topic (deep-mind + policy volumes are the flagship spokes).
docs/ai-usecases/01_aviation.md,TRACK,aviation,docs/assets/22-aviation.md,8,Section default (ai-usecases -> assets).
docs/ai-usecases/02_banking.md,TRACK,banking,docs/assets/23-banking.md,8,Section default (ai-usecases -> assets).
docs/ai-usecases/03_healthcare.md,TRACK,healthcare,docs/assets/24-healthcare.md,8,Section default (ai-usecases -> assets).
docs/ai-usecases/04_manufacturing.md,TRACK,manufacturing,docs/assets/25-manufacturing.md,8,Section default (ai-usecases -> assets).
docs/ai-usecases/05_telecom.md,TRACK,telecom,docs/assets/26-telecom.md,8,Section default (ai-usecases -> assets).
docs/ai-usecases/06_government.md,TRACK,government,docs/assets/27-government.md,8,Section default (ai-usecases -> assets).
docs/ai-usecases/07_pharma.md,TRACK,pharma,docs/assets/28-pharma.md,8,Section default (ai-usecases -> assets).
docs/ai-usecases/08_energy.md,TRACK,energy,docs/assets/29-energy.md,8,Section default (ai-usecases -> assets).
docs/ai-usecases/09_logistics.md,TRACK,logistics,docs/assets/30-logistics.md,8,Section default (ai-usecases -> assets).
docs/ai-usecases/10_media.md,TRACK,media,docs/assets/31-media.md,8,Section default (ai-usecases -> assets).
docs/ai-usecases/CEO_Agent_Failure_Modes_Governance_Harness.md,TRACK,case-study-ceo-agent-failure-modes,docs/assets/32-case-study-ceo-agent-failure-modes.md,8,"CEO Agent worked example, failure modes & governance harness."
docs/ai-usecases/CEO_Agent_Solution_Blueprint.md,TRACK,case-study-ceo-agent-blueprint,docs/assets/33-case-study-ceo-agent-blueprint.md,8,"CEO Agent worked example, solution blueprint."
docs/ai-usecases/Case_01_Meridian_Fraud_Investigation_Agents.md,TRACK,case-01-meridian-fraud-investigation-agents,docs/assets/34-case-01-meridian-fraud-investigation-agents.md,8,Section default (ai-usecases -> assets).
docs/ai-usecases/Case_02_Cascadia_Prior_Authorization_Agent.md,TRACK,case-02-cascadia-prior-authorization-agent,docs/assets/35-case-02-cascadia-prior-authorization-agent.md,8,Section default (ai-usecases -> assets).
docs/ai-usecases/Case_03_Ironclad_Maintenance_Orchestration_Agent.md,TRACK,case-03-ironclad-maintenance-orchestration-agent,docs/assets/36-case-03-ironclad-maintenance-orchestration-agent.md,8,Section default (ai-usecases -> assets).
docs/ai-usecases/Case_04_Northline_Customer_Service_Agents.md,TRACK,case-04-northline-customer-service-agents,docs/assets/37-case-04-northline-customer-service-agents.md,8,Section default (ai-usecases -> assets).
docs/ai-usecases/Case_05_Aurelia_Research_Assistant_Agent.md,TRACK,case-05-aurelia-research-assistant-agent,docs/assets/38-case-05-aurelia-research-assistant-agent.md,8,Section default (ai-usecases -> assets).
docs/ai-usecases/Case_06_Skyline_Disruption_Control_Tower.md,TRACK,case-06-skyline-disruption-control-tower,docs/assets/39-case-06-skyline-disruption-control-tower.md,8,Section default (ai-usecases -> assets).
docs/ai-usecases/Case_07_Harborstone_Claims_Processing_Agents.md,TRACK,case-07-harborstone-claims-processing-agents,docs/assets/40-case-07-harborstone-claims-processing-agents.md,8,Section default (ai-usecases -> assets).
docs/ai-usecases/Case_08_Sterling_Loan_Underwriting_Agent.md,TRACK,case-08-sterling-loan-underwriting-agent,docs/assets/41-case-08-sterling-loan-underwriting-agent.md,8,Section default (ai-usecases -> assets).
docs/ai-usecases/Case_09_Palisade_Grid_Operations_Agent.md,TRACK,case-09-palisade-grid-operations-agent,docs/assets/42-case-09-palisade-grid-operations-agent.md,8,Section default (ai-usecases -> assets).
docs/ai-usecases/Case_10_Vantara_Procurement_Negotiation_Agents.md,TRACK,case-10-vantara-procurement-negotiation-agents,docs/assets/43-case-10-vantara-procurement-negotiation-agents.md,8,Section default (ai-usecases -> assets).
docs/ai-usecases/Case_11_Vaxion_Clinical_Trial_Matching_Agent.md,TRACK,case-11-vaxion-clinical-trial-matching-agent,docs/assets/44-case-11-vaxion-clinical-trial-matching-agent.md,8,Section default (ai-usecases -> assets).
docs/ai-usecases/Case_12_Meritage_Dynamic_Pricing_Agent.md,TRACK,case-12-meritage-dynamic-pricing-agent,docs/assets/45-case-12-meritage-dynamic-pricing-agent.md,8,Section default (ai-usecases -> assets).
docs/ai-usecases/Case_13_StateDHS_Benefits_Navigation_Agent.md,TRACK,case-13-statedhs-benefits-navigation-agent,docs/assets/46-case-13-statedhs-benefits-navigation-agent.md,8,Section default (ai-usecases -> assets).
docs/ai-usecases/Case_14_Falkirk_SOC_Threat_Response_Agent.md,TRACK,case-14-falkirk-soc-threat-response-agent,docs/assets/47-case-14-falkirk-soc-threat-response-agent.md,8,Section default (ai-usecases -> assets).
docs/ai-usecases/Case_15_Correlate_Recruiting_Screening_Agent.md,TRACK,case-15-correlate-recruiting-screening-agent,docs/assets/48-case-15-correlate-recruiting-screening-agent.md,8,Section default (ai-usecases -> assets).
docs/ai-usecases/EU_Banking_AI_Agent_Evaluation_Framework.md,MERGE-INTO,eu-bank-copilot-compliance-observability,docs/assets/04-eu-bank-copilot-compliance-observability.md,8,"known-dup:eu-bank-copilot (also known-dup:eval-framework) — EU-Bank-specific evaluation content; case folds into the compliance/observability part of the same worked example, general framework content already covered by operations/agent-evaluation-framework survivor."
docs/ai-usecases/EU_Banking_AI_Evaluation_Compliance_Guide.md,MERGE-INTO,eu-bank-copilot-compliance-observability,docs/assets/04-eu-bank-copilot-compliance-observability.md,8,known-dup:eu-bank-copilot — compliance/evaluation content overlapping part4.
docs/ai-usecases/Enterprise_AI_Case_Studies.md,TRACK,enterprise-ai-case-studies,docs/assets/49-enterprise-ai-case-studies.md,8,Section default (ai-usecases -> assets).
docs/ai-usecases/Part6_Banking_Case_Study.md,TRACK,banking-case-study,docs/assets/50-banking-case-study.md,8,Section default (ai-usecases -> assets).
docs/ai-usecases/airgapped-banking-architecture.md,MIGRATE,airgapped-banking-infrastructure,docs/trust/01-airgapped-banking-infrastructure.md,7,"Air-gapped/regulated deployment architecture reads as sovereign-AI infrastructure guidance, not a narrative case study -> trust."
docs/ai-usecases/ceo_agent_pitch.md,TRACK,case-study-ceo-agent,docs/assets/51-case-study-ceo-agent.md,8,Worked-example pitch deck for the CEO Agent case study cluster.
docs/ai-usecases/eu-bank-ai-copilot-architecture.md,MERGE-INTO,eu-bank-copilot-architecture,docs/assets/01-eu-bank-copilot-architecture.md,8,"known-dup:eu-bank-copilot — earlier draft of part1-architecture content, same subject."
docs/ai-usecases/eu-bank-ai-copilot-complete.md,DROP,,,,"Monolith (557 words) superseded by its own Part1-4 split — monolith+parts doctrine: keep parts, drop monolith."
docs/ai-usecases/eu-bank-ai-copilot-part1-architecture.md,MIGRATE,eu-bank-copilot-architecture,docs/assets/01-eu-bank-copilot-architecture.md,8,"EU Bank AI Copilot worked example, part 1 of 4 (architecture & design decisions)."
docs/ai-usecases/eu-bank-ai-copilot-part2-sequence-diagrams-and-code.md,MIGRATE,eu-bank-copilot-sequence-diagrams,docs/assets/02-eu-bank-copilot-sequence-diagrams.md,8,"EU Bank AI Copilot worked example, part 2 of 4 (sequence diagrams & code)."
docs/ai-usecases/eu-bank-ai-copilot-part3-agent-mcp-security.md,MIGRATE,eu-bank-copilot-runtime-security,docs/assets/03-eu-bank-copilot-runtime-security.md,8,"EU Bank AI Copilot worked example, part 3 of 4 (agent runtime, MCP & security)."
docs/ai-usecases/eu-bank-ai-copilot-part4-compliance-infra-observability.md,MIGRATE,eu-bank-copilot-compliance-observability,docs/assets/04-eu-bank-copilot-compliance-observability.md,8,"EU Bank AI Copilot worked example, part 4 of 4 (compliance, infra & observability)."
docs/ai-usecases/eu-bank-sequence-diagrams.md,MERGE-INTO,eu-bank-copilot-sequence-diagrams,docs/assets/02-eu-bank-copilot-sequence-diagrams.md,8,known-dup:eu-bank-copilot — earlier draft of part2 sequence-diagram content.
docs/ai-usecases/index.md,MERGE-INTO,hub-assets,docs/assets/index.md,8,Nested section/subfolder index; one hub per domain rule — folds into hub-assets.
docs/cloud-platforms/ai-gateway/AI_Gateway_Full_Comparison.md,MIGRATE,ai-gateway-full-comparison,docs/platforms/05-ai-gateway-full-comparison.md,6,Section default (cloud-platforms -> platforms).
docs/cloud-platforms/ai-gateway/AI_Gateway_MultiTenant_MultiCloud.md,MIGRATE,ai-gateway-multitenant-multicloud,docs/platforms/06-ai-gateway-multitenant-multicloud.md,6,Section default (cloud-platforms -> platforms).
docs/cloud-platforms/ai-gateway/Enterprise_AI_Gateway.md,MIGRATE,enterprise-ai-gateway,docs/platforms/07-enterprise-ai-gateway.md,6,Section default (cloud-platforms -> platforms).
docs/cloud-platforms/ai-gateway/index.md,MERGE-INTO,hub-platforms,docs/platforms/index.md,6,Nested section/subfolder index; one hub per domain rule — folds into hub-platforms.
docs/cloud-platforms/ai-gateway/kong-ai-gateway-guide.md,MIGRATE,kong-ai-gateway-guide,docs/platforms/08-kong-ai-gateway-guide.md,6,Section default (cloud-platforms -> platforms).
docs/cloud-platforms/ai-gateway/kong-entra-id-integration.md,MIGRATE,kong-entra-id-integration,docs/platforms/09-kong-entra-id-integration.md,6,Section default (cloud-platforms -> platforms).
docs/cloud-platforms/ai-infrastructure-silicon-landscape-2026.md,MIGRATE,ai-infrastructure-silicon-landscape-2026,docs/platforms/10-ai-infrastructure-silicon-landscape-2026.md,6,Section default (cloud-platforms -> platforms).
docs/cloud-platforms/aws/AWS_Native_Standards_First_Agentic_Architecture.md,MIGRATE,aws-native-standards-first-agentic-architecture,docs/platforms/11-aws-native-standards-first-agentic-architecture.md,6,Section default (cloud-platforms -> platforms).
docs/cloud-platforms/aws/AWS_Strands_AgentCore_AdvancedPatterns_v3.md,MIGRATE,aws-strands-agentcore-advancedpatterns,docs/platforms/12-aws-strands-agentcore-advancedpatterns.md,6,Section default (cloud-platforms -> platforms).
docs/cloud-platforms/aws/AWS_Strands_AgentCore_Builder_Journey_Kit.md,MIGRATE,aws-strands-agentcore-builder-journey-kit,docs/platforms/13-aws-strands-agentcore-builder-journey-kit.md,6,Section default (cloud-platforms -> platforms).
docs/cloud-platforms/aws/AWS_Strands_AgentCore_Delta_Supplement_v2.md,MIGRATE,aws-strands-agentcore-delta-supplement,docs/platforms/14-aws-strands-agentcore-delta-supplement.md,6,Section default (cloud-platforms -> platforms).
docs/cloud-platforms/aws/AgentCore_Memory_Architecture_Guide.md,MIGRATE,agentcore-memory-architecture-guide,docs/platforms/15-agentcore-memory-architecture-guide.md,6,Section default (cloud-platforms -> platforms).
docs/cloud-platforms/aws/AgentCore_Memory_Gaps_Extensions_2026.md,MIGRATE,agentcore-memory-gaps-extensions-2026,docs/platforms/16-agentcore-memory-gaps-extensions-2026.md,6,Section default (cloud-platforms -> platforms).
docs/cloud-platforms/aws/AgentCore_Memory_Operations_DeepDive.md,MIGRATE,agentcore-memory-operations-deepdive,docs/platforms/17-agentcore-memory-operations-deepdive.md,6,Section default (cloud-platforms -> platforms).
docs/cloud-platforms/aws/agentcore_strands_deep_research_report.md,MIGRATE,agentcore-strands-deep-research-report,docs/platforms/18-agentcore-strands-deep-research-report.md,6,Section default (cloud-platforms -> platforms).
docs/cloud-platforms/aws/bedrock-agentcore-code-interpreter-architecture.md,MIGRATE,bedrock-agentcore-code-interpreter-architecture,docs/platforms/19-bedrock-agentcore-code-interpreter-architecture.md,6,Section default (cloud-platforms -> platforms).
docs/cloud-platforms/aws/hyperscaler-deep-dive-aws.md,MIGRATE,hyperscaler-deep-dive-aws,docs/platforms/20-hyperscaler-deep-dive-aws.md,6,Section default (cloud-platforms -> platforms).
docs/cloud-platforms/aws/index.md,MERGE-INTO,hub-platforms,docs/platforms/index.md,6,Nested section/subfolder index; one hub per domain rule — folds into hub-platforms.
docs/cloud-platforms/azure/azure_agent_architecture.md,MIGRATE,azure-agent-architecture,docs/platforms/21-azure-agent-architecture.md,6,Section default (cloud-platforms -> platforms).
docs/cloud-platforms/azure/hyperscaler-deep-dive-azure.md,MIGRATE,hyperscaler-deep-dive-azure,docs/platforms/22-hyperscaler-deep-dive-azure.md,6,Section default (cloud-platforms -> platforms).
docs/cloud-platforms/azure/index.md,MERGE-INTO,hub-platforms,docs/platforms/index.md,6,Nested section/subfolder index; one hub per domain rule — folds into hub-platforms.
docs/cloud-platforms/enterprise-agent-runtime-internals-2026.md,MIGRATE,enterprise-agent-runtime-internals-2026,docs/platforms/23-enterprise-agent-runtime-internals-2026.md,6,Section default (cloud-platforms -> platforms).
docs/cloud-platforms/gcp/hyperscaler-deep-dive-gcp.md,MIGRATE,hyperscaler-deep-dive-gcp,docs/platforms/24-hyperscaler-deep-dive-gcp.md,6,Section default (cloud-platforms -> platforms).
docs/cloud-platforms/gcp/index.md,MERGE-INTO,hub-platforms,docs/platforms/index.md,6,Nested section/subfolder index; one hub per domain rule — folds into hub-platforms.
docs/cloud-platforms/iac/index.md,MERGE-INTO,hub-platforms,docs/platforms/index.md,6,Nested section/subfolder index; one hub per domain rule — folds into hub-platforms.
docs/cloud-platforms/iac/terraform/ai-assisted-iac-mastery.md,MIGRATE,ai-assisted-iac-mastery,docs/platforms/25-ai-assisted-iac-mastery.md,6,Section default (cloud-platforms -> platforms).
docs/cloud-platforms/iac/terraform/index.md,MERGE-INTO,hub-platforms,docs/platforms/index.md,6,Nested section/subfolder index; one hub per domain rule — folds into hub-platforms.
docs/cloud-platforms/iac/terraform/terraform-mastery-guide.md,MIGRATE,terraform-mastery-guide,docs/platforms/26-terraform-mastery-guide.md,6,Section default (cloud-platforms -> platforms).
docs/cloud-platforms/index.md,MERGE-INTO,hub-platforms,docs/platforms/index.md,6,Nested section/subfolder index; one hub per domain rule — folds into hub-platforms.
docs/cloud-platforms/kubernetes/K8s_Handbook_Part10_Observability.md,MIGRATE,k8s-handbook-part10-observability,docs/platforms/27-k8s-handbook-part10-observability.md,6,Section default (cloud-platforms -> platforms).
docs/cloud-platforms/kubernetes/K8s_Handbook_Part11_AI_Infrastructure.md,MIGRATE,k8s-handbook-part11-ai-infrastructure,docs/platforms/28-k8s-handbook-part11-ai-infrastructure.md,6,Section default (cloud-platforms -> platforms).
docs/cloud-platforms/kubernetes/K8s_Handbook_Part12_Agentic_AI.md,MIGRATE,k8s-handbook-part12-agentic-ai,docs/platforms/29-k8s-handbook-part12-agentic-ai.md,6,Section default (cloud-platforms -> platforms).
docs/cloud-platforms/kubernetes/K8s_Handbook_Part13_Emerging_Standards.md,MIGRATE,k8s-handbook-part13-emerging-standards,docs/platforms/30-k8s-handbook-part13-emerging-standards.md,6,Section default (cloud-platforms -> platforms).
docs/cloud-platforms/kubernetes/K8s_Handbook_Part14_Reference_Architectures.md,MIGRATE,k8s-handbook-part14-reference-architectures,docs/platforms/31-k8s-handbook-part14-reference-architectures.md,6,Section default (cloud-platforms -> platforms).
docs/cloud-platforms/kubernetes/K8s_Handbook_Part15_Implementation_Labs.md,MIGRATE,k8s-handbook-part15-implementation-labs,docs/platforms/32-k8s-handbook-part15-implementation-labs.md,6,Section default (cloud-platforms -> platforms).
docs/cloud-platforms/kubernetes/K8s_Handbook_Part16_Future_Outlook.md,MIGRATE,k8s-handbook-part16-future-outlook,docs/platforms/33-k8s-handbook-part16-future-outlook.md,6,Section default (cloud-platforms -> platforms).
docs/cloud-platforms/kubernetes/K8s_Handbook_Part1_Infrastructure_Evolution.md,MIGRATE,k8s-handbook-part1-infrastructure-evolution,docs/platforms/34-k8s-handbook-part1-infrastructure-evolution.md,6,Section default (cloud-platforms -> platforms).
docs/cloud-platforms/kubernetes/K8s_Handbook_Part2_Linux_Foundations.md,MIGRATE,k8s-handbook-part2-linux-foundations,docs/platforms/35-k8s-handbook-part2-linux-foundations.md,6,Section default (cloud-platforms -> platforms).
docs/cloud-platforms/kubernetes/K8s_Handbook_Part3_Containers.md,MIGRATE,k8s-handbook-part3-containers,docs/platforms/36-k8s-handbook-part3-containers.md,6,Section default (cloud-platforms -> platforms).
docs/cloud-platforms/kubernetes/K8s_Handbook_Part4_Kubernetes_Internals.md,MIGRATE,k8s-handbook-part4-kubernetes-internals,docs/platforms/37-k8s-handbook-part4-kubernetes-internals.md,6,Section default (cloud-platforms -> platforms).
docs/cloud-platforms/kubernetes/K8s_Handbook_Part5_Kubernetes_Resources.md,MIGRATE,k8s-handbook-part5-kubernetes-resources,docs/platforms/38-k8s-handbook-part5-kubernetes-resources.md,6,Section default (cloud-platforms -> platforms).
docs/cloud-platforms/kubernetes/K8s_Handbook_Part6_Kubernetes_Networking.md,MIGRATE,k8s-handbook-part6-kubernetes-networking,docs/platforms/39-k8s-handbook-part6-kubernetes-networking.md,6,Section default (cloud-platforms -> platforms).
docs/cloud-platforms/kubernetes/K8s_Handbook_Part7_Storage.md,MIGRATE,k8s-handbook-part7-storage,docs/platforms/40-k8s-handbook-part7-storage.md,6,Section default (cloud-platforms -> platforms).
docs/cloud-platforms/kubernetes/K8s_Handbook_Part8_Security.md,MIGRATE,k8s-handbook-part8-security,docs/platforms/41-k8s-handbook-part8-security.md,6,Section default (cloud-platforms -> platforms).
docs/cloud-platforms/kubernetes/K8s_Handbook_Part9_Platform_Engineering.md,MIGRATE,k8s-handbook-part9-platform-engineering,docs/platforms/42-k8s-handbook-part9-platform-engineering.md,6,Section default (cloud-platforms -> platforms).
docs/cloud-platforms/kubernetes/index.md,MERGE-INTO,hub-platforms,docs/platforms/index.md,6,Nested section/subfolder index; one hub per domain rule — folds into hub-platforms.
docs/coding-tools/claude/Anthropic_Partner_Cert_Study_Guide.md,TRACK,cert-anthropic-partner-study-guide,docs/career/31-cert-anthropic-partner-study-guide.md,8,Certification study guide -> career track per doctrine (reviewer-audit fix).
docs/coding-tools/claude/CCAF_Advanced_Supplement.md,TRACK,cert-ccaf-advanced-supplement,docs/career/32-cert-ccaf-advanced-supplement.md,8,Certification content -> career track per doctrine (reviewer-audit fix).
docs/coding-tools/claude/CCAF_Study_Guide.md,TRACK,cert-ccaf-study-guide,docs/career/33-cert-ccaf-study-guide.md,8,Certification study guide -> career track per doctrine (reviewer-audit fix).
docs/coding-tools/claude/Cheatsheet_10_MultiAgent_Production.md,MIGRATE,cheatsheet-10-multiagent-production,docs/agentic-systems/coding-tools/13-cheatsheet-10-multiagent-production.md,3,Section default (coding-tools -> agentic-systems).
docs/coding-tools/claude/Cheatsheet_11_MCP_Pipeline_Errors.md,MIGRATE,cheatsheet-11-mcp-pipeline-errors,docs/agentic-systems/coding-tools/14-cheatsheet-11-mcp-pipeline-errors.md,3,Section default (coding-tools -> agentic-systems).
docs/coding-tools/claude/Cheatsheet_1_Claude_Code.md,MIGRATE,cheatsheet-1-claude-code,docs/agentic-systems/coding-tools/15-cheatsheet-1-claude-code.md,3,Section default (coding-tools -> agentic-systems).
docs/coding-tools/claude/Cheatsheet_2_Agent_SDK.md,MIGRATE,cheatsheet-2-agent-sdk,docs/agentic-systems/coding-tools/16-cheatsheet-2-agent-sdk.md,3,Section default (coding-tools -> agentic-systems).
docs/coding-tools/claude/Cheatsheet_3_MCP.md,MIGRATE,cheatsheet-3-mcp,docs/agentic-systems/coding-tools/17-cheatsheet-3-mcp.md,3,Section default (coding-tools -> agentic-systems).
docs/coding-tools/claude/Cheatsheet_4_AI_Fluency.md,MIGRATE,cheatsheet-4-ai-fluency,docs/agentic-systems/coding-tools/18-cheatsheet-4-ai-fluency.md,3,Section default (coding-tools -> agentic-systems).
docs/coding-tools/claude/Cheatsheet_5_Prompt_Engineering.md,MIGRATE,cheatsheet-5-prompt-engineering,docs/agentic-systems/coding-tools/19-cheatsheet-5-prompt-engineering.md,3,Section default (coding-tools -> agentic-systems).
docs/coding-tools/claude/Cheatsheet_6_Claude_CLI.md,MIGRATE,cheatsheet-6-claude-cli,docs/agentic-systems/coding-tools/20-cheatsheet-6-claude-cli.md,3,Section default (coding-tools -> agentic-systems).
